a0,a1,beta,epsilondelta
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.024847,0.0108298,0.559373,0.0197457,0.55756
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0228364,0.00474661,0.63888,0.0181278,0.537034
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0139306,0.00464976,0.473656,0.0298495,0.545983
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0146509,0.00906254,0.278776,0.0215617,0.579376
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0106119,0.0140992,1.13077,0.0143943,0.585325
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0173982,0.0108795,0.820085,0.0141164,0.537638
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0181981,0.0120875,0.834241,0.0114944,0.540051
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0224836,0.0150702,0.446206,0.015431,0.543859
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0200792,0.018677,0.233159,0.0200917,0.488283
0.0120642,0.0118075,0.795778,0.0182345,0.546149
0.0120642,0.0118075,0.795778,0.0182345,0.546149
0.0120642,0.0118075,0.795778,0.0182345,0.546149
0.0120642,0.0118075,0.795778,0.0182345,0.546149
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.00457573,0.00923627,1.26804,0.0141668,0.639345
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.000879046,0.0109419,1.41883,0.0289611,0.655151
0.00188078,0.0153207,1.20509,0.0152968,0.639093
0.00188078,0.0153207,1.20509,0.0152968,0.639093
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.000601165,0.010315,1.53445,0.0184214,0.664602
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00114335,0.00676704,1.76714,0.0204199,0.620848
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.00494316,0.00951572,1.12351,0.0177411,0.599675
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0184661,0.00346149,0.846938,0.0138333,0.561864
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.0129737,0.00907801,0.836884,0.013955,0.646057
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.00865471,0.00669261,1.15396,0.0150298,0.65988
0.0108053,0.00485688,0.941394,0.0233529,0.636193
0.0108053,0.00485688,0.941394,0.0233529,0.636193
0.0108053,0.00485688,0.941394,0.0233529,0.636193
0.0108053,0.00485688,0.941394,0.0233529,0.636193
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.0104791,0.00439908,1.22343,0.0230405,0.606596
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00324154,0.00597994,1.55823,0.0164464,0.690591
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00567272,0.00803428,1.22225,0.0167496,0.813179
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00641943,0.00665493,1.29307,0.0100166,0.768142
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
0.00624812,0.00741338,1.27845,0.0135459,0.857299
