a0,a1,beta,epsilondelta
0.00291645,0.0202834,0.996988,0.0270446,0.545205
0.00291645,0.0202834,0.996988,0.0270446,0.545205
0.00291645,0.0202834,0.996988,0.0270446,0.545205
0.00291645,0.0202834,0.996988,0.0270446,0.545205
0.00291645,0.0202834,0.996988,0.0270446,0.545205
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0130964,0.0157509,0.853944,0.00721761,0.665193
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.0165453,0.024267,0.737316,0.00923721,0.616333
0.00558174,0.02206,0.689382,0.0241707,0.593734
0.00558174,0.02206,0.689382,0.0241707,0.593734
0.0119372,0.0203079,0.421618,0.0164133,0.59668
0.0119372,0.0203079,0.421618,0.0164133,0.59668
0.0119372,0.0203079,0.421618,0.0164133,0.59668
0.0119372,0.0203079,0.421618,0.0164133,0.59668
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011658,0.00863594,0.776668,0.021774,0.586041
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.011156,0.0125465,0.71458,0.0178669,0.545849
0.0134603,0.0207293,0.786704,0.0143281,0.551019
0.0134603,0.0207293,0.786704,0.0143281,0.551019
0.0134603,0.0207293,0.786704,0.0143281,0.551019
0.0134603,0.0207293,0.786704,0.0143281,0.551019
0.0134603,0.0207293,0.786704,0.0143281,0.551019
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.0118481,0.0184108,0.71302,0.0218456,0.570547
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00442671,0.0228383,0.807579,0.0179265,0.648968
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.00725208,0.0213131,0.809442,0.0181538,0.659378
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0134397,0.0161259,0.708525,0.0145528,0.613216
0.0127725,0.0288785,0.250433,0.0220318,0.579827
0.0127725,0.0288785,0.250433,0.0220318,0.579827
0.0127725,0.0288785,0.250433,0.0220318,0.579827
0.0127725,0.0288785,0.250433,0.0220318,0.579827
0.00689444,0.0316709,0.321292,0.0221311,0.528832
0.00689444,0.0316709,0.321292,0.0221311,0.528832
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0153314,0.0304439,0.409848,0.0175403,0.533709
0.0113803,0.0343991,0.540877,0.0229343,0.603676
0.0113803,0.0343991,0.540877,0.0229343,0.603676
0.0113803,0.0343991,0.540877,0.0229343,0.603676
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00581059,0.0381042,0.918664,0.0173392,0.559931
0.00428894,0.0405962,0.911568,0.0280589,0.500126
0.00193326,0.0357005,1.09712,0.0269642,0.539585
0.00193326,0.0357005,1.09712,0.0269642,0.539585
0.00193326,0.0357005,1.09712,0.0269642,0.539585
0.00193326,0.0357005,1.09712,0.0269642,0.539585
0.00279954,0.0391194,1.07277,0.0227255,0.527706
0.00153277,0.0389009,0.946042,0.0108026,0.478755
0.00153277,0.0389009,0.946042,0.0108026,0.478755
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00197904,0.0444948,0.844573,0.0216053,0.530042
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00687581,0.0378365,0.815131,0.00919435,0.604751
0.00733451,0.0319591,0.723342,0.015783,0.582875
0.00733451,0.0319591,0.723342,0.015783,0.582875
0.00358778,0.0376959,0.600168,0.0117534,0.640204
0.00358778,0.0376959,0.600168,0.0117534,0.640204
0.00569496,0.0381655,0.640919,0.0133176,0.60794
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.00709032,0.0360977,0.736119,0.00828839,0.590843
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.0039528,0.0447306,0.734104,0.0168657,0.543346
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.00603842,0.0409942,0.504796,0.0113167,0.556074
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.011215,0.0431758,0.200426,0.0076243,0.61766
0.0108093,0.0469589,0.664492,0.00902167,0.620639
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00999395,0.0451695,0.670241,0.0072101,0.64021
0.00241762,0.0467111,0.207975,0.0165949,0.697352
0.00241762,0.0467111,0.207975,0.0165949,0.697352
0.00241762,0.0467111,0.207975,0.0165949,0.697352
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00793362,0.0481017,0.752357,0.00875808,0.667926
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.00247747,0.0396017,1.01741,0.00663071,0.756708
0.0037603,0.0263641,0.143174,0.0125299,0.857549
0.0037603,0.0263641,0.143174,0.0125299,0.857549
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00220416,0.0351067,0.774369,0.00907946,0.762328
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00421924,0.0343094,0.535943,0.015597,0.765983
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00282161,0.0292783,0.749641,0.0140336,0.828281
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00138654,0.0298925,0.794817,0.0110123,0.831311
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00364436,0.0268528,0.869057,0.00716422,0.822609
0.00737047,0.0241103,0.702794,0.0107883,0.864109
0.00737047,0.0241103,0.702794,0.0107883,0.864109
0.00737047,0.0241103,0.702794,0.0107883,0.864109
