a0,a1,beta
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0190573,0.0308684,0.540698,0.0235759
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0156544,0.0243359,0.700429,0.0159946
0.0218199,0.0305099,0.630342,0.0437828
0.0218199,0.0305099,0.630342,0.0437828
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0114214,0.034503,0.936154,0.0145075
0.0167581,0.0338314,0.565406,0.0102169
0.0167581,0.0338314,0.565406,0.0102169
0.0167581,0.0338314,0.565406,0.0102169
0.0167581,0.0338314,0.565406,0.0102169
0.0167581,0.0338314,0.565406,0.0102169
0.0167581,0.0338314,0.565406,0.0102169
0.0315387,0.0251578,0.00980681,0.0245017
0.0315387,0.0251578,0.00980681,0.0245017
0.0315387,0.0251578,0.00980681,0.0245017
0.0302563,0.0351803,0.0370812,0.0249774
0.0268181,0.0351821,0.162253,0.0423179
0.0268181,0.0351821,0.162253,0.0423179
0.0268181,0.0351821,0.162253,0.0423179
0.0268181,0.0351821,0.162253,0.0423179
0.0268181,0.0351821,0.162253,0.0423179
0.0268181,0.0351821,0.162253,0.0423179
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0309144,0.0401599,0.187344,0.0163065
0.0175656,0.0248887,0.139839,0.0277939
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.00766806,0.0267538,0.762858,0.0278566
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.0132491,0.029188,0.644148,0.0374018
0.00995793,0.0317142,0.618265,0.022881
0.00995793,0.0317142,0.618265,0.022881
0.00995793,0.0317142,0.618265,0.022881
0.00995793,0.0317142,0.618265,0.022881
0.00995793,0.0317142,0.618265,0.022881
0.00995793,0.0317142,0.618265,0.022881
0.0150787,0.0110932,0.926752,0.0318905
0.0150787,0.0110932,0.926752,0.0318905
0.0150787,0.0110932,0.926752,0.0318905
0.0150787,0.0110932,0.926752,0.0318905
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0213324,0.017885,0.742511,0.019706
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.0220664,0.0214181,0.560101,0.0189131
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.013591,0.0375923,0.38729,0.0203786
0.0178357,0.0392975,0.482325,0.0229707
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0211977,0.0300518,0.38728,0.024777
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0141441,0.0297476,0.601589,0.0156821
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0150956,0.0384429,0.44888,0.0283308
0.0123775,0.0422759,0.740307,0.0182535
0.0123775,0.0422759,0.740307,0.0182535
0.0123775,0.0422759,0.740307,0.0182535
0.0123775,0.0422759,0.740307,0.0182535
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.00796108,0.0465749,0.645866,0.0446419
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0113781,0.0417464,0.41754,0.0380827
0.0160823,0.0317068,0.517501,0.0426987
0.0160823,0.0317068,0.517501,0.0426987
0.0160823,0.0317068,0.517501,0.0426987
0.0160823,0.0317068,0.517501,0.0426987
0.0160823,0.0317068,0.517501,0.0426987
0.0160823,0.0317068,0.517501,0.0426987
0.0208463,0.0299693,0.657996,0.041983
0.0184052,0.0367311,0.734125,0.0224286
0.0184052,0.0367311,0.734125,0.0224286
0.00491397,0.02953,1.04817,0.0547965
0.00491397,0.02953,1.04817,0.0547965
0.00491397,0.02953,1.04817,0.0547965
0.00491397,0.02953,1.04817,0.0547965
0.00491397,0.02953,1.04817,0.0547965
0.00491397,0.02953,1.04817,0.0547965
