a0,a1,beta
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.0122521,0.0457687,0.605751,0.0266113
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.00318978,0.0398714,0.807161,0.0260002
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.0107008,0.0452982,0.590567,0.023802
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.00973284,0.0285454,0.846755,0.040081
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0110767,0.027435,0.877944,0.0384754
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.0150631,0.029491,0.831606,0.0306634
0.00360983,0.0241412,0.918487,0.0360424
0.00360983,0.0241412,0.918487,0.0360424
0.00360983,0.0241412,0.918487,0.0360424
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.0064623,0.0295911,0.982985,0.0650132
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.00746497,0.0171991,0.936289,0.0483342
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0225689,0.0156388,0.561363,0.0214691
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0162868,0.025293,0.634514,0.0376473
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0183957,0.02961,0.501377,0.0418712
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.0244357,0.0237812,0.0437046,0.038694
0.021366,0.0181717,0.624913,0.0425231
0.021366,0.0181717,0.624913,0.0425231
0.021366,0.0181717,0.624913,0.0425231
0.021366,0.0181717,0.624913,0.0425231
0.021366,0.0181717,0.624913,0.0425231
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0213877,0.0152448,0.678679,0.0323119
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0146214,0.0134087,0.877879,0.0344458
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.0212883,0.0266376,0.460606,0.0118206
0.00863467,0.0283336,0.770404,0.0411671
0.00863467,0.0283336,0.770404,0.0411671
0.00863467,0.0283336,0.770404,0.0411671
0.00863467,0.0283336,0.770404,0.0411671
0.0207843,0.0309652,0.276956,0.0581188
0.0283276,0.0314782,0.34382,0.04274
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0249546,0.0466824,0.394971,0.0195983
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0255388,0.0351757,0.299184,0.0381936
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.0180224,0.0209348,0.600798,0.0350219
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.00744175,0.0321569,0.681687,0.0269915
0.0123099,0.043678,0.642142,0.030907
0.0123099,0.043678,0.642142,0.030907
0.0123099,0.043678,0.642142,0.030907
