a0,a1,beta,epsilon,tilde_beta
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0262398,0.00611208,0.542931,1.03979e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
0.0242807,0.00549115,0.552405,1.25482e-05,0
