a0,a1,beta,epsilon,tilde_beta
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
0.0227582,0.0168912,0.530715,6.09014e-06,0
