a0,a1,beta,
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
3.86974,0.0320649,37.0382,3.86974
