a0,a1,beta,
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,4.10283
4.10283,0.359348,1.61874,5.12736
5.12736,0.422132,1.69332,5.12736
5.12736,0.422132,1.69332,5.12736
5.12736,0.422132,1.69332,5.12736
5.12736,0.422132,1.69332,4.48153
4.48153,0.912137,1.64074,4.48153
4.48153,0.912137,1.64074,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.51199
4.51199,1.05371,1.66392,4.52623
4.52623,1.00704,1.62277,4.52623
4.52623,1.00704,1.62277,4.52623
4.52623,1.00704,1.62277,4.52623
4.52623,1.00704,1.62277,4.52623
4.52623,1.00704,1.62277,4.52623
4.52623,1.00704,1.62277,4.57794
4.57794,0.935802,1.64408,4.57794
4.57794,0.935802,1.64408,4.57794
4.57794,0.935802,1.64408,4.57794
4.57794,0.935802,1.64408,4.57794
4.57794,0.935802,1.64408,4.57794
4.57794,0.935802,1.64408,4.8632
4.8632,0.0347214,1.72295,4.8632
4.8632,0.0347214,1.72295,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.80066
4.80066,0.652075,1.72787,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.69201
4.69201,1.11021,1.66512,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,4.37979
4.37979,1.6181,1.66861,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.84159
3.84159,1.39544,1.63728,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.59759
3.59759,2.37046,1.65871,3.40163
3.40163,2.3787,1.69896,3.40163
3.40163,2.3787,1.69896,3.40163
3.40163,2.3787,1.69896,3.40163
3.40163,2.3787,1.69896,3.40163
3.40163,2.3787,1.69896,3.40163
3.40163,2.3787,1.69896,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.99814
2.99814,1.79262,1.53079,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.52264
2.52264,1.96486,1.53244,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.53418
2.53418,1.85869,1.57141,2.92131
2.92131,1.23776,1.56906,2.92131
2.92131,1.23776,1.56906,2.92131
2.92131,1.23776,1.56906,2.92131
2.92131,1.23776,1.56906,2.92131
2.92131,1.23776,1.56906,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,2.19979
2.19979,0.954547,1.47277,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.98044
1.98044,0.827923,1.50671,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.5673
1.5673,0.283889,1.42888,1.17484
1.17484,0.0915665,1.20003,1.17484
1.17484,0.0915665,1.20003,1.17484
1.17484,0.0915665,1.20003,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.49566
1.49566,0.637167,1.33461,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.66321
1.66321,0.371792,1.41025,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.69622
1.69622,1.08491,1.43373,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,1.77583
1.77583,1.70007,1.45222,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,2.10466
2.10466,1.76047,1.50635,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,0.991944
0.991944,2.03671,1.3732,1.26144
1.26144,1.71093,1.42548,1.26144
1.26144,1.71093,1.42548,1.26144
1.26144,1.71093,1.42548,1.26144
1.26144,1.71093,1.42548,1.26144
1.26144,1.71093,1.42548,1.26144
1.26144,1.71093,1.42548,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.27348
1.27348,1.04143,1.31771,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.07095
1.07095,0.204718,1.20786,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,1.66184
1.66184,0.476069,1.38439,0.890378
0.890378,1.1092,1.27845,1.20562
1.20562,0.176975,1.31094,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.68725
1.68725,0.141392,1.35783,1.97647
1.97647,0.0356448,1.40595,1.97647
1.97647,0.0356448,1.40595,1.97647
1.97647,0.0356448,1.40595,1.97647
1.97647,0.0356448,1.40595,1.97647
1.97647,0.0356448,1.40595,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,1.73286
1.73286,0.653718,1.38766,2.60425
2.60425,0.614901,1.45675,2.60425
2.60425,0.614901,1.45675,2.60425
2.60425,0.614901,1.45675,2.60425
2.60425,0.614901,1.45675,2.41174
2.41174,0.868546,1.51256,2.41174
2.41174,0.868546,1.51256,2.41174
2.41174,0.868546,1.51256,2.41174
2.41174,0.868546,1.51256,2.41174
2.41174,0.868546,1.51256,3.23839
3.23839,0.499352,1.61472,3.23839
3.23839,0.499352,1.61472,3.23839
3.23839,0.499352,1.61472,3.23839
3.23839,0.499352,1.61472,3.23839
3.23839,0.499352,1.61472,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,3.51447
3.51447,0.91167,1.55324,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.28336
4.28336,0.879445,1.63592,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.14151
4.14151,0.0692764,1.65445,4.74952
4.74952,0.272009,1.65353,4.74952
4.74952,0.272009,1.65353,4.74952
4.74952,0.272009,1.65353,4.74952
4.74952,0.272009,1.65353,4.74952
4.74952,0.272009,1.65353,4.86941
4.86941,0.925547,1.75053,4.86941
4.86941,0.925547,1.75053,4.86941
4.86941,0.925547,1.75053,4.86941
4.86941,0.925547,1.75053,4.86941
4.86941,0.925547,1.75053,4.86941
4.86941,0.925547,1.75053,5.0355
5.0355,1.53229,1.68489,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,5.06746
5.06746,1.6677,1.69575,4.6223
4.6223,0.948166,1.59753,5.09576
5.09576,0.806424,1.75877,5.09576
5.09576,0.806424,1.75877,5.09576
5.09576,0.806424,1.75877,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,6.19848
6.19848,1.2587,1.76456,5.70697
5.70697,0.820818,1.71593,5.41407
5.41407,1.12268,1.75955,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.01883
5.01883,0.870969,1.72646,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
5.04918,0.265887,1.66451,5.04918
