a0,a1,beta,tilde_beta
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0159363,0.551074,2.28988,6.08448
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0567274,0.561163,2.28793,7.84388
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0789183,0.54527,2.35491,10.1152
0.0628263,0.503494,2.16583,6.6931
0.0628263,0.503494,2.16583,6.6931
0.0628263,0.503494,2.16583,6.6931
0.0628263,0.503494,2.16583,6.6931
0.0628263,0.503494,2.16583,6.6931
0.0628263,0.503494,2.16583,6.6931
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
0.0916203,0.454434,2.30549,6.07974
