a0,a1,beta,epsilon
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00819634,0.0331065,0.829411,0.0426375
0.00441041,0.0277337,0.983986,0.0236549
0.00441041,0.0277337,0.983986,0.0236549
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.0092812,0.0268357,1.03117,0.0278854
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00769766,0.029304,1.10763,0.0368142
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.00470481,0.028807,0.994976,0.0401456
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0189141,0.0340274,0.631933,0.0337973
0.0120516,0.0246945,0.778184,0.0485835
0.0120516,0.0246945,0.778184,0.0485835
0.00950536,0.0332454,0.563593,0.0431726
0.00950536,0.0332454,0.563593,0.0431726
0.00950536,0.0332454,0.563593,0.0431726
0.00950536,0.0332454,0.563593,0.0431726
0.00950536,0.0332454,0.563593,0.0431726
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.00837808,0.0303245,0.798383,0.0368561
0.0168858,0.0352686,0.610288,0.0284436
0.0168858,0.0352686,0.610288,0.0284436
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.0073091,0.0530609,0.652395,0.0375763
0.00485522,0.0502381,0.524989,0.015613
0.00485522,0.0502381,0.524989,0.015613
0.00485522,0.0502381,0.524989,0.015613
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0119083,0.0529448,0.627823,0.0180812
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.0138847,0.0360765,0.788342,0.0358578
0.00583837,0.0450724,0.632908,0.0479863
0.00583837,0.0450724,0.632908,0.0479863
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00501034,0.0508117,0.378917,0.0284416
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00506975,0.0606264,0.301747,0.0198939
0.00701502,0.0585567,0.614855,0.0101334
0.00701502,0.0585567,0.614855,0.0101334
0.00701502,0.0585567,0.614855,0.0101334
0.00701502,0.0585567,0.614855,0.0101334
0.00701502,0.0585567,0.614855,0.0101334
0.00701502,0.0585567,0.614855,0.0101334
0.0148251,0.0506118,0.441632,0.0366893
0.0148251,0.0506118,0.441632,0.0366893
0.0148251,0.0506118,0.441632,0.0366893
0.0148251,0.0506118,0.441632,0.0366893
0.0148251,0.0506118,0.441632,0.0366893
0.00442752,0.0472402,0.473497,0.0274036
0.00442752,0.0472402,0.473497,0.0274036
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00377333,0.0495251,0.57772,0.0204332
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00821118,0.0446358,0.30971,0.0186368
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00321936,0.042889,0.773704,0.0231195
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
0.00967571,0.0418325,0.721993,0.0308173
