a0,a1,beta,epsilon,delta
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0150555,0.0317523,0.535827,0.00402034,1.00869
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0139176,0.0200818,0.435027,0.00667935,1.08265
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.0117986,0.0338793,0.0613263,0.00533901,1.0631
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00680828,0.0382872,0.157736,0.00488779,1.08933
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00233995,0.044687,0.75381,0.00302213,1.22518
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00438225,0.0410108,0.70987,0.00273712,1.09373
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00258807,0.034462,0.66563,0.0131691,0.894468
0.00192937,0.0382845,0.398263,0.0107748,0.939572
0.00192937,0.0382845,0.398263,0.0107748,0.939572
0.00192937,0.0382845,0.398263,0.0107748,0.939572
0.0089383,0.0251313,0.485859,0.00831939,0.926743
0.0089383,0.0251313,0.485859,0.00831939,0.926743
