a0,a1,beta,epsilon,delta
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.0142474,0.0242011,0.174842,0.00800336,0.796899
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00500669,0.0201602,0.77323,0.0223161,0.548401
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.00946351,0.0193635,0.722008,0.0252264,0.494799
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.012882,0.0230564,0.084388,0.00507273,0.727296
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.0149513,0.0156336,0.271734,0.0139717,0.950189
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00839136,0.0269197,0.0142784,0.0123178,1.04254
0.00961773,0.0375099,0.228862,0.0166009,0.838917
0.00961773,0.0375099,0.228862,0.0166009,0.838917
0.00961773,0.0375099,0.228862,0.0166009,0.838917
0.00961773,0.0375099,0.228862,0.0166009,0.838917
0.0215717,0.0361131,0.315836,0.0134065,0.630981
0.0215717,0.0361131,0.315836,0.0134065,0.630981
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.015855,0.0332614,0.62023,0.0148626,0.479162
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0167378,0.0247454,0.634867,0.0172458,0.624738
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.0197434,0.0216779,0.0849594,0.0131314,0.689952
0.015813,0.0340956,0.37472,0.00846607,0.657794
0.015813,0.0340956,0.37472,0.00846607,0.657794
0.015813,0.0340956,0.37472,0.00846607,0.657794
0.015813,0.0340956,0.37472,0.00846607,0.657794
0.015813,0.0340956,0.37472,0.00846607,0.657794
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00386418,0.0360255,0.570701,0.00951633,0.88664
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00251276,0.0339535,0.46626,0.0142183,0.850308
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
0.00258277,0.0295159,1.07493,0.0196234,0.510782
