a0,a1,beta,epsilon1,epsilon2,epsilon3
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0393569,0.00683748,0.380838,0.00202471,0.00527056,0.00546684
0.0244048,0.0220855,0.179111,0.00263132,0.00293242,0.00241008
0.0289926,0.0244999,0.14805,0.00288565,0.00372071,0.00288919
0.0289926,0.0244999,0.14805,0.00288565,0.00372071,0.00288919
0.0289926,0.0244999,0.14805,0.00288565,0.00372071,0.00288919
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.026082,0.0294353,0.201516,0.00284534,0.00407363,0.00426209
0.0161516,0.0399091,0.269825,0.00422361,0.0032267,0.00335457
0.0161516,0.0399091,0.269825,0.00422361,0.0032267,0.00335457
0.0161516,0.0399091,0.269825,0.00422361,0.0032267,0.00335457
0.0161516,0.0399091,0.269825,0.00422361,0.0032267,0.00335457
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0290428,0.020277,0.116876,0.00344271,0.0048899,0.00293629
0.0278534,0.0198321,0.149109,0.00389761,0.00369492,0.00446804
0.0278534,0.0198321,0.149109,0.00389761,0.00369492,0.00446804
0.0343882,0.0137797,0.0680578,0.0042613,0.00495106,0.00463524
0.0343882,0.0137797,0.0680578,0.0042613,0.00495106,0.00463524
0.0272952,0.0370754,0.0579597,0.00392702,0.00420243,0.005097
0.0251779,0.0492143,0.0216156,0.00403063,0.00383232,0.00524263
0.0251779,0.0492143,0.0216156,0.00403063,0.00383232,0.00524263
0.0180066,0.0588568,0.210554,0.00624883,0.00327175,0.00568255
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0192957,0.0521175,0.312431,0.00390403,0.0051086,0.00720601
0.0221208,0.050022,0.24455,0.00209184,0.00338726,0.0037166
0.0200795,0.0469746,0.353692,0.002278,0.00239179,0.00375704
0.0187895,0.0521906,0.399842,0.00476506,0.00305539,0.00445054
0.021155,0.0425754,0.470425,0.00531958,0.00428405,0.00384238
0.0164878,0.044249,0.35885,0.00602082,0.00593403,0.00543136
0.00981025,0.0484725,0.332813,0.00534763,0.00549674,0.00686256
0.00981025,0.0484725,0.332813,0.00534763,0.00549674,0.00686256
0.0211292,0.0393416,0.206657,0.00698754,0.00521742,0.00485493
0.0198665,0.0404952,0.263123,0.00719931,0.00615012,0.00845435
0.0198665,0.0404952,0.263123,0.00719931,0.00615012,0.00845435
0.0198665,0.0404952,0.263123,0.00719931,0.00615012,0.00845435
0.0198665,0.0404952,0.263123,0.00719931,0.00615012,0.00845435
0.0103397,0.0464959,0.506652,0.0061689,0.00716368,0.00707323
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.00983333,0.0419451,0.532847,0.00494595,0.00811933,0.00678803
0.0151851,0.0355378,0.583675,0.00531481,0.00726814,0.00551667
0.0151851,0.0355378,0.583675,0.00531481,0.00726814,0.00551667
0.0151851,0.0355378,0.583675,0.00531481,0.00726814,0.00551667
0.0151851,0.0355378,0.583675,0.00531481,0.00726814,0.00551667
0.0103092,0.0405861,0.677776,0.00703448,0.00572218,0.00754875
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0126807,0.0466853,0.612144,0.00875132,0.00741089,0.00904094
0.0161219,0.0445269,0.620786,0.0102141,0.0101955,0.0078191
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.00755351,0.0489202,0.764995,0.00884934,0.0105714,0.0099632
0.0129369,0.0440442,0.676566,0.00851135,0.00807916,0.00970085
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0106521,0.0537239,0.633533,0.00891247,0.0101424,0.00632224
0.0116262,0.0508272,0.709823,0.00996525,0.00833288,0.00882323
0.0121458,0.043159,0.625297,0.0111062,0.0100796,0.0101363
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0129378,0.0359473,0.644148,0.010442,0.00994375,0.00936555
0.0150646,0.0329274,0.574539,0.00905803,0.0114442,0.00928353
0.0150646,0.0329274,0.574539,0.00905803,0.0114442,0.00928353
0.0149359,0.033531,0.55963,0.0112041,0.0103106,0.00905236
0.0149359,0.033531,0.55963,0.0112041,0.0103106,0.00905236
0.0130568,0.0350547,0.564661,0.0101625,0.0107484,0.0122586
0.0130568,0.0350547,0.564661,0.0101625,0.0107484,0.0122586
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00745453,0.0465422,0.626534,0.0091781,0.00968854,0.0115219
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.00919295,0.0421377,0.624429,0.00845417,0.00939183,0.00957399
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.014084,0.0291139,0.65326,0.00847094,0.009051,0.00700276
0.0198973,0.0219009,0.641989,0.00968328,0.00948387,0.00869762
0.0198973,0.0219009,0.641989,0.00968328,0.00948387,0.00869762
0.0198973,0.0219009,0.641989,0.00968328,0.00948387,0.00869762
0.0148468,0.033106,0.677504,0.00940442,0.00904871,0.00843757
0.0170065,0.0381341,0.749769,0.00912702,0.00972514,0.00630232
0.0113821,0.0382196,0.611465,0.00842154,0.00904985,0.00987053
0.0113821,0.0382196,0.611465,0.00842154,0.00904985,0.00987053
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0105546,0.0412443,0.474143,0.00709016,0.00823874,0.00734794
0.0184567,0.0316605,0.523488,0.00635949,0.00696792,0.00625006
0.0184567,0.0316605,0.523488,0.00635949,0.00696792,0.00625006
0.0184567,0.0316605,0.523488,0.00635949,0.00696792,0.00625006
0.0216591,0.0356468,0.45994,0.00591534,0.00684458,0.00688201
0.0288296,0.014788,0.464266,0.00683641,0.0076944,0.00626441
0.0136058,0.0390732,0.423385,0.00694816,0.00703453,0.00563878
0.0136058,0.0390732,0.423385,0.00694816,0.00703453,0.00563878
0.00998197,0.0461562,0.422356,0.00876161,0.00907226,0.0085715
0.00998197,0.0461562,0.422356,0.00876161,0.00907226,0.0085715
0.0101026,0.0403291,0.306996,0.00979293,0.00765354,0.00760024
0.0101026,0.0403291,0.306996,0.00979293,0.00765354,0.00760024
0.0186354,0.0460215,0.09046,0.00910317,0.00928569,0.0106952
0.0186354,0.0460215,0.09046,0.00910317,0.00928569,0.0106952
0.0186354,0.0460215,0.09046,0.00910317,0.00928569,0.0106952
0.0176315,0.0664008,0.048661,0.0107077,0.00900039,0.00922518
0.0115467,0.0639779,0.0272445,0.0104135,0.0100391,0.0113874
0.0115467,0.0639779,0.0272445,0.0104135,0.0100391,0.0113874
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0164025,0.0490378,0.0238119,0.00782294,0.0106855,0.0110565
0.0140296,0.0567,0.0629949,0.00758495,0.00929224,0.00982103
0.024536,0.0485185,0.00760293,0.00455094,0.00706911,0.00800712
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.016297,0.0519169,0.0669709,0.00412277,0.00540162,0.0054706
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0260074,0.0464244,0.0719776,0.00368474,0.00441381,0.00489056
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0211675,0.0451835,0.212782,0.00376677,0.00410305,0.00441876
0.0130923,0.0573091,0.203665,0.00383639,0.00444305,0.004538
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0150904,0.0664812,0.239617,0.00286634,0.00424117,0.00291065
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.0158756,0.0693131,0.130674,0.00239327,0.00504316,0.00166211
0.00870104,0.0562008,0.298902,0.00201697,0.0018391,0.00122988
0.00870104,0.0562008,0.298902,0.00201697,0.0018391,0.00122988
0.0228369,0.0531968,0.329736,0.00287639,0.00372173,0.00285878
0.0228369,0.0531968,0.329736,0.00287639,0.00372173,0.00285878
0.0228369,0.0531968,0.329736,0.00287639,0.00372173,0.00285878
0.0139559,0.0504313,0.423797,0.00365903,0.00237897,0.00142988
0.0275109,0.0382723,0.390427,0.00361892,0.00278245,0.00380989
0.0175055,0.0551197,0.436386,0.00397152,0.00337902,0.0028845
0.00364322,0.0546696,0.490373,0.0055529,0.00347018,0.00426113
0.00364322,0.0546696,0.490373,0.0055529,0.00347018,0.00426113
0.0112566,0.0515207,0.433917,0.00481601,0.00531628,0.00449611
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0151807,0.0532008,0.530697,0.00436409,0.00638496,0.00409491
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.0106684,0.0556589,0.551217,0.00252446,0.00446508,0.00463987
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.00847265,0.064257,0.531342,0.00179613,0.00429411,0.00268259
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.0178094,0.0580736,0.515777,0.000262802,0.00287007,0.00195168
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
0.00755112,0.049162,0.555076,6.73272e-05,0.0019967,0.000592712
