-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
11,10,9,6,9,0,4,7,-1,7,7,9,6,3,7,12,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,11,11,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,-1,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,-1,8,7,9,14,9,8,10,9,7,9,-1,8,9,8,4,9,11,10,6,6,11,11,-1,7,7,10,7,9,9,-1,7,-1,9,7,9,11,7,8,9,9,14,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,-1,8,7,9,12,9,12,7,7,8,8,9,10,9,11,10,13,9,10,10,8,11,9,8,-1,9,11,9,7,12,-1,10,9,11,9,10,10,10,-1,9,9,11,-1,12,10,12,10,8,9,10,13,8,9,10,9,9,8,7,7,10,12,9,11,8,10,10,11,11,-1,6,10,7,-1,14,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,11,7,6,9,6,8,8,8,9,8,6,7,11,6,3,5,7,7,5,-1,8,10,9,10,8,-1,7,8,-1,11,7,9,10,-1,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,12,7,7,9,6,3,7,11,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,12,11,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,16,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,-1,8,7,9,11,9,8,10,9,7,9,14,8,9,8,4,9,11,10,6,6,-1,11,-1,7,7,10,7,9,9,11,7,11,9,7,9,12,7,8,9,9,12,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,11,8,7,9,12,9,-1,7,7,8,8,9,10,9,-1,10,11,9,10,10,8,-1,9,8,11,9,11,9,7,14,11,10,9,11,9,10,10,10,11,9,9,11,12,11,10,11,10,8,9,10,11,8,9,10,9,9,8,7,7,10,11,9,12,8,10,10,12,11,12,6,10,7,11,14,9,8,5,7,9,9,10,9,7,5,-1,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,11,7,6,9,6,8,8,8,9,8,6,7,-1,6,3,5,7,7,5,11,8,10,9,10,8,12,7,8,-1,-1,7,9,10,-1,9,6,8,-1,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,11,7,7,9,6,3,7,-1,6,7,6,7,9,9,8,11,9,9,8,10,4,6,10,9,7,11,12,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,-1,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,12,8,7,9,15,9,8,10,9,7,9,-1,8,9,8,4,9,-1,10,6,6,11,-1,11,7,7,10,7,9,9,-1,7,-1,9,7,9,11,7,8,9,9,-1,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,-1,8,7,9,-1,9,13,7,7,8,8,9,10,9,13,10,14,9,10,10,8,14,9,8,12,9,-1,9,7,13,11,10,9,11,9,10,10,10,13,9,9,11,11,11,10,13,10,8,9,10,11,8,9,10,9,9,8,7,7,10,11,9,12,8,10,10,11,11,11,6,10,7,12,11,9,8,5,7,9,9,10,9,7,5,12,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,-1,7,6,9,6,8,8,8,9,8,6,7,-1,6,3,5,7,7,5,11,8,10,9,10,8,12,7,8,-1,13,7,9,10,-1,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
-1,10,9,6,9,0,4,7,12,7,7,9,6,3,7,-1,6,7,6,7,9,9,8,11,9,9,8,10,4,6,10,9,7,11,11,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,11,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,11,8,7,9,11,9,8,10,9,7,9,12,8,9,8,4,9,12,10,6,6,11,11,-1,7,7,10,7,9,9,12,7,12,9,7,9,11,7,8,9,9,11,8,9,8,8,6,8,6,9,7,12,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,11,8,7,9,-1,9,-1,7,7,8,8,9,10,9,13,10,13,9,10,10,8,13,9,8,15,9,12,9,7,11,13,10,9,12,9,10,10,10,11,9,9,11,12,-1,10,11,10,8,9,10,13,8,9,10,9,9,8,7,7,10,12,9,13,8,10,10,11,14,13,6,10,7,11,11,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,12,7,6,9,6,8,8,8,9,8,6,7,11,6,3,5,7,7,5,11,8,10,9,10,8,11,7,8,-1,-1,7,9,10,-1,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,11,7,7,9,6,3,7,12,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,11,12,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,11,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,-1,8,7,9,-1,9,8,10,9,7,9,-1,8,9,8,4,9,12,10,6,6,-1,12,12,7,7,10,7,9,9,-1,7,12,9,7,9,11,7,8,9,9,-1,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,12,8,7,9,11,9,12,7,7,8,8,9,10,9,-1,10,13,9,10,10,8,12,9,8,-1,9,14,9,7,12,-1,10,9,12,9,10,10,10,11,9,9,11,11,12,10,11,10,8,9,10,12,8,9,10,9,9,8,7,7,10,12,9,12,8,10,10,12,11,12,6,10,7,12,15,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,11,7,6,9,6,8,8,8,9,8,6,7,-1,6,3,5,7,7,5,11,8,10,9,10,8,11,7,8,-1,11,7,9,10,-1,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,-1,7,7,9,6,3,7,12,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,11,11,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,-1,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,13,8,7,9,11,9,8,10,9,7,9,-1,8,9,8,4,9,13,10,6,6,11,-1,-1,7,7,10,7,9,9,-1,7,12,9,7,9,-1,7,8,9,9,-1,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,-1,8,7,9,12,9,-1,7,7,8,8,9,10,9,12,10,11,9,10,10,8,11,9,8,12,9,-1,9,7,13,11,10,9,11,9,10,10,10,11,9,9,11,13,12,10,14,10,8,9,10,11,8,9,10,9,9,8,7,7,10,11,9,14,8,10,10,12,11,12,6,10,7,-1,11,9,8,5,7,9,9,10,9,7,5,12,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,-1,7,6,9,6,8,8,8,9,8,6,7,11,6,3,5,7,7,5,12,8,10,9,10,8,12,7,8,11,-1,7,9,10,11,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,12,7,7,9,6,3,7,-1,6,7,6,7,9,9,8,12,9,9,8,10,4,6,10,9,7,11,-1,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,12,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,11,8,7,9,11,9,8,10,9,7,9,12,8,9,8,4,9,-1,10,6,6,-1,12,-1,7,7,10,7,9,9,-1,7,-1,9,7,9,11,7,8,9,9,14,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,12,8,7,9,-1,9,11,7,7,8,8,9,10,9,-1,10,18,9,10,10,8,11,9,8,11,9,-1,9,7,11,15,10,9,11,9,10,10,10,14,9,9,12,11,11,10,14,10,8,9,10,12,8,9,10,9,9,8,7,7,10,11,9,-1,8,10,10,11,13,11,6,10,7,14,11,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,11,7,6,9,6,8,8,8,9,8,6,7,-1,6,3,5,7,7,5,13,8,10,9,10,8,-1,7,8,-1,-1,7,9,10,-1,9,6,8,-1,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
-1,10,9,6,9,0,4,7,-1,7,7,9,6,3,7,12,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,11,-1,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,11,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,-1,8,7,9,-1,9,8,10,9,7,9,-1,8,9,8,4,9,12,10,6,6,12,-1,-1,7,7,10,7,9,9,-1,7,11,9,7,9,12,7,8,9,9,11,8,9,8,8,6,8,6,9,7,-1,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,11,8,7,9,12,9,-1,7,7,8,8,9,10,9,11,10,13,9,10,10,8,11,9,8,-1,9,-1,9,7,11,-1,10,9,11,9,10,10,10,11,9,9,11,11,11,10,11,10,8,9,10,11,8,9,10,9,9,8,7,7,10,11,9,-1,8,10,10,12,12,11,6,10,7,12,12,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,-1,7,6,9,6,8,8,8,9,8,6,7,11,6,3,5,7,7,5,11,8,10,9,10,8,-1,7,8,-1,11,7,9,10,11,9,6,8,-1,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
11,10,9,6,9,0,4,7,11,7,7,9,6,3,7,-1,6,7,6,7,9,9,8,-1,9,9,8,10,4,6,10,9,7,13,11,3,10,6,7,5,10,6,6,9,10,10,7,7,4,4,7,7,8,-1,8,8,8,8,6,10,6,6,6,10,7,5,9,8,8,-1,8,7,9,-1,9,8,10,9,7,9,13,8,9,8,4,9,11,10,6,6,-1,11,-1,7,7,10,7,9,9,11,7,12,9,7,9,12,7,8,9,9,-1,8,9,8,8,6,8,6,9,7,11,10,9,9,8,5,7,6,8,8,7,9,8,9,6,5,7,-1,8,7,9,12,9,-1,7,7,8,8,9,10,9,12,10,-1,9,10,10,8,14,9,8,11,9,11,9,7,11,15,10,9,11,9,10,10,10,12,9,9,14,11,13,10,11,10,8,9,10,12,8,9,10,9,9,8,7,7,10,11,9,12,8,10,10,-1,11,-1,6,10,7,11,-1,9,8,5,7,9,9,10,9,7,5,11,8,10,10,8,7,9,6,9,6,8,9,8,8,5,8,8,4,6,6,7,10,11,7,6,9,6,8,8,8,9,8,6,7,-1,6,3,5,7,7,5,12,8,10,9,10,8,11,7,8,-1,11,7,9,10,11,9,6,8,11,7,8,7,8,8,7,6,9,4,5,8,9,7,7,7,10,7,8,7,
