a0,a1,beta,tilde_beta,delta
0.0522912,0.0300869,1.30056,1.62238,0.0706461
0.0522912,0.0300869,1.30056,1.62238,0.0706461
0.0522912,0.0300869,1.30056,1.62238,0.0706461
0.0429612,0.04594,1.18825,1.50298,0.0841328
0.0429612,0.04594,1.18825,1.50298,0.0841328
0.0429612,0.04594,1.18825,1.50298,0.0841328
0.0429612,0.04594,1.18825,1.50298,0.0841328
0.0429612,0.04594,1.18825,1.50298,0.0841328
0.0386885,0.0453935,1.00405,1.5186,0.0310564
0.0391805,0.0902587,1.16756,1.74896,0.0101611
0.0391805,0.0902587,1.16756,1.74896,0.0101611
0.0391805,0.0902587,1.16756,1.74896,0.0101611
0.0391805,0.0902587,1.16756,1.74896,0.0101611
0.0400351,0.0503951,1.09902,1.70458,0.0429799
0.0400351,0.0503951,1.09902,1.70458,0.0429799
0.0400351,0.0503951,1.09902,1.70458,0.0429799
0.0400351,0.0503951,1.09902,1.70458,0.0429799
0.0400351,0.0503951,1.09902,1.70458,0.0429799
0.0456303,0.0611569,1.08842,1.96362,0.0236857
0.0456303,0.0611569,1.08842,1.96362,0.0236857
0.0456303,0.0611569,1.08842,1.96362,0.0236857
0.0456303,0.0611569,1.08842,1.96362,0.0236857
0.0456303,0.0611569,1.08842,1.96362,0.0236857
0.0485564,0.0923582,1.43295,2.28148,0.0178352
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0547695,0.04437,1.30244,2.17848,0.0178194
0.0321998,0.0622753,1.07225,1.82913,0.0538455
0.0321998,0.0622753,1.07225,1.82913,0.0538455
0.0321998,0.0622753,1.07225,1.82913,0.0538455
0.0321998,0.0622753,1.07225,1.82913,0.0538455
0.0321998,0.0622753,1.07225,1.82913,0.0538455
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0546549,0.0434699,1.24217,1.92375,0.0398948
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0480246,0.0867302,1.34776,1.93529,0.0023851
0.0430579,0.085808,1.32294,1.95524,0.046449
0.0430579,0.085808,1.32294,1.95524,0.046449
0.0430579,0.085808,1.32294,1.95524,0.046449
0.0430579,0.085808,1.32294,1.95524,0.046449
0.0430579,0.085808,1.32294,1.95524,0.046449
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.040153,0.0699247,1.2399,2.12135,0.0179458
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0576237,0.0614752,1.35014,2.03002,0.0528758
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0511986,0.0331738,1.17453,1.99957,0.0398725
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0573233,0.0215392,1.22041,2.04132,0.116328
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0761772,0.00437439,1.38077,1.95697,0.0130844
0.0482655,0.0398876,1.24976,1.88106,0.00535783
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0370789,0.0524017,1.03119,1.9691,0.0480491
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0355793,0.0627198,1.07244,2.11773,0.050174
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0392466,0.072133,1.09593,1.98681,0.136523
0.0355859,0.0846405,1.19493,2.23126,0.0206002
0.0355859,0.0846405,1.19493,2.23126,0.0206002
0.0355859,0.0846405,1.19493,2.23126,0.0206002
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0434576,0.105172,1.28965,2.06601,0.00100925
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0391562,0.100036,1.30064,1.89423,0.000103712
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0342574,0.0781886,1.23258,1.7466,0.0139294
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0465972,0.0745267,1.29984,1.71475,0.0497781
0.0466041,0.0412457,1.13626,1.74889,0.0691555
0.0466041,0.0412457,1.13626,1.74889,0.0691555
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0643423,0.0317079,1.27651,1.92469,0.0175393
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0420696,0.0765192,1.18392,1.95075,0.0204876
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0305491,0.0997468,1.15655,1.66404,0.0367678
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0292049,0.115188,1.25951,1.8054,0.0545673
0.0274468,0.0876192,1.1106,2.00681,0.107073
0.0274468,0.0876192,1.1106,2.00681,0.107073
0.0274468,0.0876192,1.1106,2.00681,0.107073
0.0274468,0.0876192,1.1106,2.00681,0.107073
0.0440153,0.0718497,1.13784,1.9317,0.256777
0.0440153,0.0718497,1.13784,1.9317,0.256777
0.0440153,0.0718497,1.13784,1.9317,0.256777
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
0.0485625,0.0908308,1.30453,1.96325,0.118819
