a0,a1,beta,tilde_beta,delta
0.0462345,0.0691875,1.34891,1.93385,0.122771
0.0462345,0.0691875,1.34891,1.93385,0.122771
0.0462345,0.0691875,1.34891,1.93385,0.122771
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0606475,0.0487555,1.40014,1.95937,0.119984
0.0618923,0.0699706,1.46938,2.08602,0.185079
0.0618923,0.0699706,1.46938,2.08602,0.185079
0.0618923,0.0699706,1.46938,2.08602,0.185079
0.051952,0.0650289,1.43484,2.11991,0.215025
0.051952,0.0650289,1.43484,2.11991,0.215025
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0480198,0.0726128,1.37665,2.11259,0.182733
0.0593034,0.0820298,1.38792,2.05052,0.0882792
0.0593034,0.0820298,1.38792,2.05052,0.0882792
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.037624,0.0897627,1.28888,1.97523,0.129108
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0410579,0.0899488,1.35456,1.98798,0.0986091
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0418728,0.0873871,1.33064,1.87452,0.155694
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0472804,0.037691,1.13851,1.94491,0.220133
0.0587007,0.0208781,1.16092,2.46663,0.166015
0.0587007,0.0208781,1.16092,2.46663,0.166015
0.0587007,0.0208781,1.16092,2.46663,0.166015
0.0587007,0.0208781,1.16092,2.46663,0.166015
0.0518126,0.0316653,1.18677,2.39233,0.0363614
0.0518126,0.0316653,1.18677,2.39233,0.0363614
0.0518126,0.0316653,1.18677,2.39233,0.0363614
0.0518126,0.0316653,1.18677,2.39233,0.0363614
0.0541995,0.0204883,1.0716,2.03045,0.0548842
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.064433,0.00944618,1.20738,2.00295,0.0602769
0.067058,0.0240778,1.29968,1.72663,0.0611237
0.067058,0.0240778,1.29968,1.72663,0.0611237
0.067058,0.0240778,1.29968,1.72663,0.0611237
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.0662005,0.0370495,1.47403,1.89123,0.056799
0.039844,0.0772602,1.31638,2.04793,0.184841
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0350852,0.100783,1.32451,2.19708,0.060159
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0614078,0.0447843,1.40217,2.11793,0.203061
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0578411,0.0393241,1.30399,2.12254,0.264329
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0553274,0.0256173,1.15114,2.11852,0.0547541
0.0537687,0.0663006,1.24808,1.85448,0.0920673
0.0537687,0.0663006,1.24808,1.85448,0.0920673
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.0487036,0.0804639,1.38522,2.03499,0.00953069
0.04695,0.0945677,1.31293,2.07114,0.0648814
0.04695,0.0945677,1.31293,2.07114,0.0648814
0.04695,0.0945677,1.31293,2.07114,0.0648814
0.04695,0.0945677,1.31293,2.07114,0.0648814
0.04695,0.0945677,1.31293,2.07114,0.0648814
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0632009,0.0358277,1.28882,2.1745,0.108514
0.0509212,0.0363925,1.12256,1.97372,0.239773
0.0509212,0.0363925,1.12256,1.97372,0.239773
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0719303,0.0108221,1.33167,2.18397,0.169539
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0657968,0.0518504,1.34665,2.34677,0.284571
0.0398793,0.058204,1.15384,2.16036,0.254219
0.0398793,0.058204,1.15384,2.16036,0.254219
0.0398793,0.058204,1.15384,2.16036,0.254219
0.0398793,0.058204,1.15384,2.16036,0.254219
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.0472257,0.0830145,1.27847,2.06345,0.195599
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.044485,0.0865299,1.36588,1.93438,0.166272
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0369582,0.0909499,1.29527,1.76652,0.101677
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0387242,0.0926106,1.27412,1.77891,0.0961469
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.0373169,0.0542583,1.18275,1.60659,0.058165
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.044916,0.055115,1.16981,1.51756,0.0269519
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0576614,0.0421374,1.35619,1.99362,0.0719806
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
0.0596419,0.0374916,1.3416,1.72771,0.118321
