a0
0
0.666608
0.666608
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.486535
0.490203
0.490203
0.490203
0.490203
0.490203
0.490203
0.490203
0.490203
0.490203
0.36598
0.36598
0.384604
0.384604
0.384604
0.384604
0.494914
0.494914
0.494914
0.413695
0.41986
0.41986
0.41986
0.41986
0.41986
0.41986
0.41986
0.41986
0.41986
0.41986
0.369646
0.369646
0.369646
0.369646
0.369646
0.369646
0.697977
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.411993
0.367688
0.367688
0.367688
0.367688
0.367688
0.524003
0.475932
0.475932
0.475932
0.475932
0.475932
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.536925
0.560054
0.560054
0.560054
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.49348
0.515555
0.515555
0.515555
0.515555
0.515555
0.515555
0.482487
0.482487
0.482487
0.482487
0.537172
0.537172
0.537172
0.502048
0.502048
0.502048
0.502048
0.502048
0.502048
0.502048
0.546146
0.546146
0.546146
0.546146
0.68493
0.68493
0.68493
0.68493
0.68493
0.68493
0.362127
0.445129
0.349074
0.349074
0.349074
0.566578
0.566578
0.566578
0.594017
0.411336
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.447393
0.4673
0.4673
0.47041
0.47041
0.47041
0.47041
0.47041
0.47041
0.47041
0.47041
0.421719
0.421719
0.566525
0.566525
0.566525
0.566525
0.566525
0.566525
0.575866
0.575866
0.575866
0.575866
0.575866
0.575866
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.605253
0.430036
0.647886
0.647886
0.580755
0.580755
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.552843
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.602999
0.511848
0.511848
0.511848
0.511848
0.511848
0.508125
0.508125
0.508125
0.508125
0.508125
0.508125
0.508125
0.508125
0.508125
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.535681
0.627667
0.627667
0.627667
0.428298
0.428298
0.428298
0.428298
0.428298
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.48217
0.650378
0.650378
0.650378
0.650378
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.635236
0.397303
0.451907
0.451907
0.451907
0.451907
0.451907
0.451907
0.451907
0.451907
0.451907
0.451907
0.435858
0.435858
0.435858
0.435858
0.435858
0.435858
0.435858
0.435858
0.435858
0.415658
0.415658
0.415658
0.415658
0.415658
0.632144
0.632144
0.632144
0.632144
0.632144
0.632144
0.445567
0.445567
0.387346
0.550261
0.592329
0.592329
0.592329
0.592329
0.623037
0.506763
0.457551
0.457551
0.457551
0.457551
0.457551
0.457551
0.457551
0.457551
0.457551
0.457551
0.423063
0.461868
0.461868
0.461868
0.461868
0.461868
0.461868
0.455985
0.455985
0.455985
0.455985
0.455985
0.417542
0.417542
0.532199
0.532199
0.532199
0.384736
0.384736
0.384736
0.384736
0.453412
0.453412
0.453412
0.453412
0.453412
0.453412
0.453412
0.453412
0.453412
0.453412
0.548637
0.548637
0.548637
0.469638
0.469638
0.469638
0.469638
0.469638
0.506538
0.506538
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.511175
0.551123
0.551123
0.551123
0.551123
0.551123
0.454594
0.454594
0.454594
0.546834
0.546834
0.546834
0.546834
0.546834
0.546834
0.546834
0.589385
0.514511
0.514511
0.514511
0.514511
0.514511
0.514511
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.654736
0.720085
0.720085
0.720085
0.383909
0.383909
0.383909
0.383909
0.383909
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.604575
0.611493
0.611493
0.611493
0.457579
0.457579
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.444561
0.602546
0.561713
0.561713
0.561713
0.561713
0.561713
0.561713
0.443293
0.443293
0.443293
0.443293
0.443293
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.471498
0.52135
0.52135
0.52135
0.52135
0.52135
0.481368
0.481368
0.481368
0.609571
0.609571
0.609571
0.609571
0.609571
0.609571
0.609571
0.477048
0.477048
0.477048
0.477048
0.477048
0.477048
0.477048
0.477048
0.477048
0.484994
0.484994
0.484994
0.484994
0.484994
0.578022
0.578022
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.386089
0.49818
0.49818
0.49818
0.49818
0.49818
0.49818
0.49818
0.49818
0.49818
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.622251
0.488395
0.488395
0.488395
0.488395
0.559873
0.559873
0.559873
0.559873
0.559873
0.559873
0.559873
0.559873
0.559873
0.559873
0.593452
0.593452
0.593452
0.509152
0.509152
